event_id,Source,Classification code,Date reported (from filename),Impact start date,Impact end date,Extracted impact description,Places affected,SP_NAME,MP_NAME,Metropolitan/District area,Direct quote,Source document full name (on CASCADE G-DRIVE),Link to the online source,Publication title,Reviewer initials,Impact date verified,Place name verified,Notes (if issues identified),ValidationSheet,year,impact_category_label,sp_norm,mp_norm,mn_norm
EVT-00332,SAWS,3.4,2018-02-01,2018-02-12,,Tree branches were ripped from trees by strong winds during a cloudburst.,Tulbagh,,,Cape Winelands,"""...while strong winds ripped fruit as well as branches from trees.""",20180201_SAWS_Hermanus_Tulbagh_Caledon_Montagu.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-ecfdf59b2,,,,,,SAWSValidation,2018,Other / needs review,,,cape winelands
EVT-00333,SAWS,4.2,2018-02-01,2018-02-12,,Streets were closed to traffic to prevent vehicle movement from pushing water into buildings.,Hermanus,,,Overberg,"""Some of the streets were closed in an attempt to prevent cars to drive through the water and pushing more water from the flooded roads to into adjacent buildings.""",20180201_SAWS_Hermanus_Tulbagh_Caledon_Montagu.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-ecfdf59b2,,,,,,SAWSValidation,2018,People/residents affected,,,overberg
EVT-00334,SAWS,4.3,2018-02-01,2018-02-12,,Farmers were unable to reach town because farm roads were washed away.,Tulbagh,,,Cape Winelands,"""Farm roads were also washed away preventing farmers from reaching the town.""",20180201_SAWS_Hermanus_Tulbagh_Caledon_Montagu.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-ecfdf59b2,,,,,,SAWSValidation,2018,Other / needs review,,,cape winelands
EVT-00335,SAWS,4.8,2018-02-01,2018-02-13,,Four people lost their lives when their vehicle was washed away on a farm road.,"Farm road, Montagu area",,,Cape Winelands,"""In another incident, which happened on a farm road in the Montagu area, a vehicle with four occupants was also washed away and they lost their lives.""",20180201_SAWS_Hermanus_Tulbagh_Caledon_Montagu.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-ecfdf59b2,,,,,,SAWSValidation,2018,Other / needs review,,,cape winelands
EVT-00336,SAWS,4.8,2018-02-01,2018-02-13,,Five people died after jumping out of a vehicle and being washed away by a mass of water.,High Noon Pass in Caledon,,,Overberg,"""Five occupants of a vehicle travelling on High Noon Pass in Caledon were affected by a big mass of water coming to-wards them. They jumped out of the vehicle and were washed away. The bodies of four females and one male were found.""",20180201_SAWS_Hermanus_Tulbagh_Caledon_Montagu.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-ecfdf59b2,,,,,,SAWSValidation,2018,Other / needs review,,,overberg
EVT-00337,SAWS,1.3,2018-04-01,2018-04-25,,Multiple arterial and suburban roads closed and rendered impassable due to flooding.,Belrail Road in Bellville,,Bellville,City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,,bellville,city of cape town
EVT-00338,SAWS,1.3,2018-04-01,2018-04-25,,Inundation of road surfaces across several urban areas.,Bishop Lavis,Bishop Lavis,Matroosfontein,City of Cape Town,"""Streets in Epping, Bishop Lavis and Guguletu were also flooded""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,bishop lavis,matroosfontein,city of cape town
EVT-00339,SAWS,1.3,2018-04-01,2018-04-25,,Multiple arterial and suburban roads closed and rendered impassable due to flooding.,Blaauberg Road,,Blouberg,City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,,blouberg,city of cape town
EVT-00340,SAWS,1.3,2018-04-01,2018-04-25,,Inundation of road surfaces across several urban areas.,Epping,,Epping Industria,City of Cape Town,"""Streets in Epping, Bishop Lavis and Guguletu were also flooded""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,,epping industria,city of cape town
EVT-00341,SAWS,1.3,2018-04-01,2018-04-25,,Multiple arterial and suburban roads closed and rendered impassable due to flooding.,Epping Lane In Parow,,Parow,City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,,parow,city of cape town
EVT-00342,SAWS,1.3,2018-04-01,2018-04-25,,Inundation of road surfaces across several urban areas.,Gugulethu,,Gugulethu,City of Cape Town,"""Streets in Epping, Bishop Lavis and Guguletu were also flooded""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,,gugulethu,city of cape town
EVT-00343,SAWS,1.3,2018-04-01,2018-04-25,,Multiple arterial and suburban roads closed and rendered impassable due to flooding.,Jan Smuts Drive,,Athlone/Lansdowne/Pinelands/Hanover Park (Unclear),City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,,athlone lansdowne pinelands hanover park unclear,city of cape town
EVT-00344,SAWS,1.3,2018-04-01,2018-04-25,,Multiple arterial and suburban roads closed and rendered impassable due to flooding.,Jan van Riebeeck Drive,,Paarl/Bellville/Parow (Unclear),City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,,paarl bellville parow unclear,city of cape town
EVT-00345,SAWS,1.3,2018-04-01,2018-04-25,,Multiple arterial and suburban roads closed and rendered impassable due to flooding.,Koeberg Road between Table View and Milnerton,,Milnerton / Brooklyn (Unclear),City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Buildings/homes/roads flooded or damaged,,milnerton brooklyn unclear,city of cape town
EVT-00346,SAWS,1.6,2018-04-01,2018-04-25,,Extensive structural damage to residential homes within several informal settlements.,Khayelitsha,,Khayelitsha,City of Cape Town,"""Heavy rain that occurred on the 25th in the Greater Cape Town caused extensive damage to homes in informal settlements in Strand, Khayelitsha, Mfuleni, and Macassar affecting about 2 000 people.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Homes damaged or destroyed,,khayelitsha,city of cape town
EVT-00347,SAWS,1.6,2018-04-01,2018-04-25,,Extensive structural damage to residential homes within several informal settlements.,Macassar,,Macassar,City of Cape Town,"""Heavy rain that occurred on the 25th in the Greater Cape Town caused extensive damage to homes in informal settlements in Strand, Khayelitsha, Mfuleni, and Macassar affecting about 2 000 people.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Homes damaged or destroyed,,macassar,city of cape town
EVT-00348,SAWS,1.6,2018-04-01,2018-04-25,,Extensive structural damage to residential homes within several informal settlements.,Mfuleni,,Mfuleni,City of Cape Town,"""Heavy rain that occurred on the 25th in the Greater Cape Town caused extensive damage to homes in informal settlements in Strand, Khayelitsha, Mfuleni, and Macassar affecting about 2 000 people.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Homes damaged or destroyed,,mfuleni,city of cape town
EVT-00349,SAWS,1.6,2018-04-01,2018-04-25,,Extensive structural damage to residential homes within several informal settlements.,Strand,,Strand,City of Cape Town,"""Heavy rain that occurred on the 25th in the Greater Cape Town caused extensive damage to homes in informal settlements in Strand, Khayelitsha, Mfuleni, and Macassar affecting about 2 000 people.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,Homes damaged or destroyed,,strand,city of cape town
EVT-00350,SAWS,4.2,2018-04-01,2018-04-25,,"Multiple arterial and suburban streets were closed, halting daily commutes.",Belrail Road in Bellville,,Bellville,City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,bellville,city of cape town
EVT-00351,SAWS,4.2,2018-04-01,2018-04-25,,"Multiple arterial and suburban streets were closed, halting daily commutes.",Blaauberg Road near the Bayside Center,,Blouberg,City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,blouberg,city of cape town
EVT-00352,SAWS,4.2,2018-04-01,2018-04-25,,"Multiple arterial and suburban streets were closed, halting daily commutes.",Epping Lane In Parow,,Parow,City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,parow,city of cape town
EVT-00353,SAWS,4.2,2018-04-01,2018-04-25,,"Multiple arterial and suburban streets were closed, halting daily commutes.",Jan Smuts Drive,,Athlone/Lansdowne/Pinelands/Hanover Park (Unclear),City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,athlone lansdowne pinelands hanover park unclear,city of cape town
EVT-00354,SAWS,4.2,2018-04-01,2018-04-25,,"Multiple arterial and suburban streets were closed, halting daily commutes.",Jan van Riebeeck Drive,,Paarl/Bellville/Parow (Unclear),City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,paarl bellville parow unclear,city of cape town
EVT-00355,SAWS,4.2,2018-04-01,2018-04-25,,"Heavy rain affected approximately 2,000 people in informal settlements.",Khayelitsha,,Khayelitsha,City of Cape Town,"""Heavy rain that occurred on the 25 th in the Greater Cape Town caused extensive damage to homes in informal settlements in Strand, Khayelitsha, Mfuleni, and Macassar affecting about 2 000 people.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,khayelitsha,city of cape town
EVT-00356,SAWS,4.2,2018-04-01,2018-04-25,,"Multiple arterial and suburban streets were closed, halting daily commutes.",Koeberg Road between Table View and Milnerton,,Milnerton / Brooklyn (Unclear),City of Cape Town,"""several streets were closed due to the flooding including amongst other Koeberg Road between Table View and Milner-ton, Blaauberg Road near the Bayside Center, Belrail Road in Bellville and the crossing at Jan van Riebeeck Drive and and Jan Smuts Drive, as well as Epping Lane in Parow.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,milnerton brooklyn unclear,city of cape town
EVT-00357,SAWS,4.2,2018-04-01,2018-04-25,,"Heavy rain affected approximately 2,000 people in informal settlements.",Macassar,,Macassar,City of Cape Town,"""Heavy rain that occurred on the 25 th in the Greater Cape Town caused extensive damage to homes in informal settlements in Strand, Khayelitsha, Mfuleni, and Macassar affecting about 2 000 people.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,macassar,city of cape town
EVT-00358,SAWS,4.2,2018-04-01,2018-04-25,,"Heavy rain affected approximately 2,000 people in informal settlements.",Mfuleni,,Mfuleni,City of Cape Town,"""Heavy rain that occurred on the 25 th in the Greater Cape Town caused extensive damage to homes in informal settlements in Strand, Khayelitsha, Mfuleni, and Macassar affecting about 2 000 people.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,mfuleni,city of cape town
EVT-00359,SAWS,4.2,2018-04-01,2018-04-25,,"Heavy rain affected approximately 2,000 people in informal settlements.",Strand,,Strand,City of Cape Town,"""Heavy rain that occurred on the 25 th in the Greater Cape Town caused extensive damage to homes in informal settlements in Strand, Khayelitsha, Mfuleni, and Macassar affecting about 2 000 people.""",20180401_SAWS_Khayelitsha_Strand_Mfuleni_Macassar_Epping_Gugulethu_Parrow.pdf,https://journals.co.za/doi/epdf/10.10520/EJC-fc2e60fa0,,,,,,SAWSValidation,2018,People/residents affected,,strand,city of cape town
